sentence,label
支持支持，感觉游戏挺不错哒啊,positive
玩了几个月了，非常喜欢，也是玩的最长时间的一款游戏，有个建议希望下次更新的时候可以改一下，就是玩的时间久了不喜欢的服装和头发以及用不着的道具太多了，目前游戏内设置只有一个是不可以分解的，改一下能把不想要的不管几个都分解了最好，望采纳,positive
失望模型都没有QQ飞车手游好时尚？？传统模式的反应根本不行,negative
"十年前，我在QQ炫舞西南一区。买了衣服买了鞋。,十年后，腾讯给我冲俩月紫钻做老玩家召回，登上去发现界面完全不熟悉了。,但是手游，还是很期待。,正在下载中，先五分敬情怀！",negative
排位的时候明明点中了却是miss真的很迷啊冲着这一点有时候都不想玩了还有刚开局都会有蜜汁卡顿运气好还能打中运气不好就是miss游戏总体来说是好的反正我挺喜欢但我不希望因为这种bug弃游嗯就是这样,positive
男女比例失调游戏氪金力度大一套真品就要1000+脸黑怕是抽个几万家里有矿才玩得起我就告辞了,negative
画风和端游差距太大，一般玩这个游戏的都是端游情怀玩家，你搞个新手模式完全多余浪费别人时间，脾气不好的人看到新手介绍模式，会直接卸载，另外游戏有时卡顿，另外，这种音乐社交游戏跟其他不一样，就比如说吃鸡，是从去年下半年才开始流行的，这种音乐社交类游戏在2013年就已经有了，比如说恋舞OL，手游劲舞团等。个人不喜欢这种游戏的原因有很多，这种游戏的充值系统太坑，提醒各位游友，谨慎充值。还有另我讨厌的原因就是，葬爱要回归了，现在喇叭上到处都是葬爱回归的消息。2018葬爱不在低调(滴尿)。,negative
这操作感觉，跟偶像大师天差地别,negative
这是一款很好玩的游戏，完了半年，支持,positive
为什么竞技没有传统嘤嘤嘤,positive
游戏玩着挺不错的，不过暴气是真的强，我极限增强400连然后暴气的分居然被234名直接甩飞，相差7万分呢老铁😂最后我都傻眼了，然后我也玩暴气了😃,positive
80后耍这个的现在孩子都打酱油了吧又来祸害00后了……,negative
期待ing,positive
很无聊呀,negative
刚准备下载，一看有一个多G的安装包，算了算了,negative
估计还不错,positive
一开始新手教程一卡一卡的，骁龙835都带不动厉害厉害。,negative
"是我手机的问题？？,卡到不行为什么，还会出现闪退.",negative
感觉说好的削爆气怎么感觉极限被削了建议直接取消技能,negative
节奏不准，而且卡，我手机6G的运行内存了，结果卡的一批。,negative
还是不能下载阿？？,negative
"给一分我都嫌多,游戏里人物的动作很少，就那几个，显得僵硬。,其次是明明点了，为什么不显示。,还有玩到一半为什么会卡出去(我手机刚买的)，还有打排位的时候连输还有为什么别人跳得分没有我高，他竟然赢了这个bug不能忍受。",negative
跟我印象里的音游不是一个档次啊。,negative
啦啦队长阿里joebalof啊博良……在这么一个劲儿了专利授权经销商在这里等着你呢！啦啦小脚男士长袖T恤打底衫？啦？啦、这里我会告诉你们一次又来了！你就能得到自己想要什么礼物吗！我想你我想去了？我们都说我最近好潮好时尚呢，啦啦队啊？你说了不说就当自己处于,positive
时候,positive
嗯嗯嗯嗯嗯…,positive
继续玩下去,positive
还好吧，就是没有创新，玩法老套，建模平常没什么特色，应该追求创新，像是毕竟早的恋舞虽说建模与qq炫舞差不多，但一直大胆尝试新的玩法，而舞动全城则大力打造建模，舞台和人物效果都很逼真，而qq炫舞玩法和建模都很稀松平常，如果说特点只能说服装了，不过这样为什么不做成换装呢？而且还加大了氪金的需求。,negative
氦金游戏，奇迹暖暖,negative
还可以,positive
我要地下城与勇士，腾讯！！！地下城，不要什么破舞,positive
我觉得泡泡模式还是有点尴尬的每次都因为人物特效看不见按键就miss。而且穿模特别严重，每次手上拿个道具什么的就直接从脑子脖子那穿过去了。领取东西的奖励还有换衣服时显示也有很长时间的延迟，，，最重要的是为啥有的时候打着打着就直接闪到大厅去了呢？？？,positive
我只问按键节奏强不强？,positive
因评价争议过多被折叠,negative
"开服一直玩到现在，坐标活力飞扬，第一赛季御音师，第二赛季乐天使，第三赛季神之手，emm对研究暴气很执着。。暴气这玩意真的太好玩了，害我对排位赛如此狂热！大号队友不在还搞了个小号打排位玩哈哈哈哈，38级乐天使哈哈哈哈。,————————————————,好玩归好玩，问题也要讲出来。,1、弹珠开局卡：我喜欢排位，但是安卓弹珠那开局一卡我真的是很气，我试过很多方法，不充电啊给手机散热或者重启游戏，没有用。弹珠开局卡，那种十星的歌掉一堆，跪着交分，气得不行，只要按键多，画面卡的连帧数都没了。。希望能改进，真的很气。,2、星动少combo：我不懂为什么，我玩小号排位单排的时候，星动ASP还有全场暴气最高，技能都是极限，没毛病，我就莫名其妙挤到了第二，好了一看，第一名比我多6个combo？不懂什么意思，希望能得到合理解释或者修复。,3、星动弹珠莫名miss：在快一点然后键多的歌，有些时候按的好好的，莫名其妙就显示miss，超崩溃！星动拐弯长条，按的好好的，突然一整条消失，然后漂出miss。。弹珠弹闪光弹得好好的，突然一颗闪光从你按着的手指下面穿过。。又miss。。刚开始吧我以为是***作不对，然后觉得不对劲，我确认不是因为操作之后开始怀疑手机屏幕是不是接触不良。。直到我的朋友们都说会这样，emm，大家的手机平板都坏了？？希望官方能不能想想解决办法。。,4、几乎每次赛季结束的更新，排位赛都会有bug：更新既然是更新，我们就全面的行不。。不要只顾着更衣服和新活动啊！我们视段位为命的玩家上去衣服活动看都不看就开始拼命刚排位了，这样搞真的很生气啊。以前的我忘了，上次更新排位bug是吞后爆气，不管安卓还是iOS，持续了整整一天，第二天才修复。。能不能一开始就弄好省的招玩家不愉快呢。。,—还有，1、2、3、点的问题，均只在排位赛出现！！,——————————————————,暂时这些吧，排位赛走点心，虽然说衣服活动比较赚钱但是还是在排位赛走点心吧，ballballyou了官方！玩得开心谁不愿意氪金呢。,总体来说还是很喜欢这游戏，我一竞技爱好者，不喜欢研究衣服，但是在舞团还有房间里，甚至2V2排位赛野排，认识了很多朋友，他们陪我一路走过来，我很感谢他们。今天新赛季，已经准备好第一波抢分了，昨天还特意早点睡觉保持良好状态，各位，2V2排位赛见。",positive
这几天活动风兮剑充了很多钱去抽奖就是不出衣服和剑。我八千三多的钻石结果只出了三个杖子三双鞋子十个头发有什么用，越想越气前几天限时活动还可以每天刷一下更新这三四天都没得刷新了我都是充钱买全价宝箱结果还出这种东西真的这样搞都不想充钱了，微信客服提交问题还一直显示网络异常请稍后再试，真的游戏体验极差。希望客服能改进并且推出一些装备和梦幻之影等价兑换的方案不然这么好的装备拿去拆分岂不是很伤心。,negative
下载好了后，打不开,negative
并没有去下载因为看到评论说不适配五星送给当时最开始的端游炫舞,positive
你当我看不出来封面是洛天依吗？,negative
真的，出盒子的速度也太快了吧，概率还低，多抽出来的头发鞋子什么的还没法处理,negative
垃圾游戏，一遇到少收钱的bug修复的比谁都快，平时娱乐的bug反应多少次了也没见你们认真的对待跟修复，牛逼。真好,negative
看见这个就想起来王心凌的任意门,positive
如果能加入炫宝模式就好了。我特别喜欢像端游一样，一开始就有炫宝陪伴着整个炫舞时代。我只是有个建议想说一下，请大家谅解。,negative
音符卡点可以自己调速之类的吗，我节奏一般开四速这个点卡二速真的的太慢了，还有些卡点卡的有点莫明其妙,negative
当初跑网吧玩的游戏还差个地下城哈哈哈,positive
开了两把全掉线服务器是崩了吗😭,positive
"一星都不想给,作为一款音游，拍子都不准，是真的非常不准。也不允许玩家调整，玩蛇？,骗氪也要把最基本的做好啊，我女朋友一个情怀玩家都忍不住骂了，真辣鸡。",negative
游戏还行吧，音乐类游戏大多就是这样的，不过目前只有三种模式，最原始的传统没有，希望官方能够将传统模式加上，毕竟这个模式是经典中的经典了，以前玩端游也是只玩传统的。,positive
很失望！！！！！,negative
让我想起了尘封的黑暗历史……手动再见……,negative
d(ŐдŐ๑)官方内存和下载感觉太大了希望改一下,positive
人物表情僵硬，动作没有一点美感,negative
马某:我就是要把曾经火过的网游移到手机上再火一次,positive
"一星给玩了6年的端游炫舞,一星给捏脸,一星给游戏里的曲儿,手游不说啥了,排位难升先不说,「:)」怎么一进去清一色娘们,休闲和排位都没有男的,希望手游炫舞可以增加同性结婚,「:)」不然姻缘树这个功能就废了",negative
画质乐感都不是很好，同样是手游，即使要还原端游，就不能像qq飞车手游那样做的好？,negative
还不错哦，感觉韩服更好一点,positive
隔三差五上盒子变着法儿的圈钱用钱抽的衣服还有Bug问客服回答是正常设计得我们都瞎反正你们钱已经赚了一排位就失灵输赢全靠曝气表外挂狗横行也不管满屏都是充值骗子广告天天就知道圈钱除了上新返场上新返场还能干点正事？怎么不让天美来做炫舞？辣鸡永航！上的衣服也丑死了！,negative
因违反评价条例规定被折叠,negative
不错不错不错不错,positive
这个抽奖几率简直感人，如果你不是欧皇或者土豪玩家千万不要去抽🌚表示六翼天使的那个礼盒充了300去抽结果就出了2个脚，其他毛都没有🌚,positive
腾讯花了钱做推广，到头来只有6.3分，可谓是相当的尴尬了,negative
"介绍上面写着是由端游原班人马历时三年打造的产品但是我真没看出来游戏应有的质量。,模型穿模，角色的脸略丑（可能是不对我的口味吧）。音符下落速度有点慢了，似乎不能调或者是我没找到？（习惯高速了这样玩着很难受啊）,爆气，这个机制已经有数不清楚的人吐槽了。官方似乎也没有取消机制的意思，个人觉得这个机制真是很糟糕。作为音游更加应该考验玩家的反应力和手速。背板不是不行，但是这个背板的收益也太高了吧。（如果官方想要保留这个建议把这个爆气大砍一刀）,曲子挺多，但是质量不敢恭维。曲子经常音和音符对不准，可能是为了数量忽略了质量吧。,还有舞蹈的动作，有些时候真的看着感觉尴尬。官方是用捕捉器录下真人舞蹈吗？还是用别的方法？这个舞蹈动作真的有些奇怪。",negative
你们真的是，六点一，连隔壁猪场那辣鸡抄袭孤岛先锋都能破七，真的过分，端游玩家来挽尊一波！,positive
诶诶诶诶诶诶诶诶，每次更新衣服毁三生,negative
"虽然没下载但是来读腾讯的低分游戏评论不知道什么时候变成了一种娱乐活动,(那个腾讯有一直高分的游戏吗突然一个都想不出来ᖗ(ᐛ)ᖘ,打个三星应该不会对总评分有什么影响吧。。。我只是想说说这个想法并没有想要恶意拉低分数什么的。。。。当然也不想拉高分数所以三分应该挺稳妥得了|･ω･｀),请不要喷我没玩游戏就打分。。。。。",negative
没下载，看这个图，方向键在右侧，这右手拇指是要废啊。,negative
节奏差，人物丑，DEEMO缪斯计划节奏大师随便拉一个都比这个好。,negative
游戏不要太好不啦！真的是卡的让人受不了无语！排位排位卡！里面的社区活动更卡！麻烦下次游戏开发能不能开发的内存小，上线反应快，不卡！的应用啊！关键是你不知道卡的让人怀疑人生！内存还死大死大的！,negative
一直都是很喜欢网易的游戏的，但占内存太大，1.2g起步，所以我删了阅读、删了万能钥匙，我还删了淘宝，还好结果没让我失望，如果内存能改善一下就完美了。,positive
pad出现多次明明按上了，却显示Miss,negative
爆气的问题一天不改一天不把游戏下回来,negative
还不错,positive
"鹅厂家的游戏有个最大的好处(～￣▽￣)～,那就是可以从微信或者QQ里直接拉人呀！,根本不用发愁组不到人一起打排位(〃'▽'〃),而且炫舞手游现在还暂时不能跨区跨系统，就已经很方便了，,可以期待一下以后开通跨区跨系统组队了。,还能在街区模式里，通过LBS系统看到附近15km范围内玩过炫舞的人，,经常和附近的陌生人一起打排位，然后中午再约个饭，,真的是美滋滋呀~,希望鹅厂可以提供一个召回PC版故友的功能，还是挺想念以前家族里的朋友们。",positive
玩着不错(*๓´╰╯`๓)♡就是莫名其妙的丢了些东西，不过呢没得问题！兄dei！哈哈哈，好吧哈哈哈→_→,positive
不容置疑我是冲着代言人来的,positive
非常棒的一款社交游戏,positive
本来五星好评是我的习惯，当下载包装好，满怀激动登陆游戏，当我看见“永航”的时候，忍受着玩一把，跟全民炫舞玩法一模一样，可能是一个垃圾工作室做的游戏，我立即退出游戏，卸载游戏，因为永航工作室没有什么好东西，以前永航也有一个跟这个一样的游戏“全民炫舞”，自己不优化游戏也不更新也没有什么好活动，不赚钱了就直接停服。所以说永航没有什么好东西，垃圾，一个星我都不想给，垃圾工作室，滚滚滚,negative
"一颗星扣音准，如果跟着歌曲的节奏走，那判定又不高，如果不跟节奏走，那我选这首歌的意义是什么,一颗星扣流畅，非常卡，卡到爆炸，我手机没问题，内存也够，wifi满格，还是卡！,一颗星扣舞蹈，跳来跳去还是那几个动作，非常尴尬，比如古风歌曲，还是那种类似爵士舞蹈的动作,本来还想再扣一个建模和画质……但是真是……希望越大失望越大吧，建模和画质跟你们放出来的视频完全不一样啊",negative
画风真的忍不了,negative
炒鸡好玩。个人是炒鸡喜欢了，但是有瑕疵！！为什么玩游戏舞蹈有牌牌琦社会摇？？？？？请问为什么？？,positive
"这个游戏算是打着以前PC版本旗号抄冷饭来的吧。,给两分的原因。,一分是服装设计和人物都还不错,二分是有捏脸的功能,再说说缺点吧,舞蹈过于尴尬…能用尴尬这个词你知道我上课我们流量玩的时候同学突然看过来发现我这里是尴舞的尴尬程度吗？？？我都不好意思玩！,其实我一度怀疑这不是节奏大师加舞蹈视屏吧！！！,节奏感不是很强，而且感觉过于简单（可能是一直玩音游的缘故）,没有进行下一步的欲望了！,还有就是优化的问题，怎么说呢…我现在还卡着加载界面不能动弹,配音那个情况下真的是…再接再厉",negative
优化差的想吐,negative
欢迎加入公子无双，群号码：162489377,positive
总之永航别老是想着赚钱，点券的衣服麻烦用点心，一个星期要更新一个盒子，你是觉得我们玩家的钱都是大风刮来的吗？？抽件衣服要好几百，为了这个游戏我也花了时间花了钱，令人失望，不会在充钱。,negative
如果说腾讯的绝地求生手游是最良心的游戏，那么qq炫舞手游会是第二款腾讯良心游戏。,positive
我的人家都江堰水利工程和一般不是才华横溢。你的时候你们还要不是一定是因为有人在一起了。这个人民大会堂的人家说出自己的确是不是很多人生哲理的确是不是很多人都会在我面前炫耀什么！不能容忍你是个性细节图片的士都市田园生活中央。你的人们啦啦啦啦啦啦噜噜我在想我会告诉你们一个人都江堰水利工程的建设与改造成牛仔沙发背景墙的设计理念是我太笨来说也好棒球外套女,positive
不太满意，没有端游好,negative
试了很多次，就是充值不了，点充值就是一个圈一直转，也不是卡了，就是进不了充值页面，苹果ID账户有钱也是充值不了，请问这是什么原因引起的？能给我个解释吗？为了给我省钱？,negative
emmm，还有人玩么。,positive
"一星扣在卡，跳舞的时候一点也不卡，一进社区或换件衣服保准你能呆个5～10分钟,第二颗星扣在商城，看好的衣服全是钻石，，，唯一几个好看的不用充钱的还2000多点券。。。emmm……有两颗星献给端游，一颗献给模式。。。,剩下的不多说了，大家自己体会",negative
端游玩了八年了，等级两百多，找过好几次代练也有好多家族，但是退游了，没玩过内测，前阵子炫舞给我了一个坐骑礼包，就回去看了看，发现人物身材比例不是很好，希望手游好看点，服装也都是杀马特贵族的感觉，巨吃藕现在看来，不过发现闺蜜们都在玩，看了马上要出手游也有点小期待。,positive
三星给情怀，游戏emmm怎么说？？？完全没有端游给力。。。,negative
求求你别做了，真的，我后台全关了你也能卡，模式抽取也给我卡住，进去游戏之后，我的全点完了，为什么其他人还能点？我的比他们少么？关服吧，当我钱白冲🙂🙂🙂🙂,negative
排位赛根本就不是按实力匹配的，对手牛逼的一笔，队友跟猪一样,negative
腾讯只会改编端游了？？啧啧,negative
"QQ尬舞。,一星给情怀。一星期待传统模式是主流。",negative
做的太差了,negative
爆率太低了,positive
对于一个不在乎服饰，每天打开游戏就是排位的小可爱，可以说游戏体验极差了。尤其是爆气什么鬼？？玩家能不能赢的因素不看技术而是爆气？个人建议排位取消爆气。,negative
不知道跳的是什么舞蹈，但是觉得好尴尬，看不下去了。,negative
主要是VIP与普通人没有公平的待遇,positive
劲舞团之让你扣空格,negative
不支持tim登陆，希望改进,positive
失灵，卡屏，延迟！！各种bug！尤其是她妈失灵，五个月了，愣是没修复，你们是吃干饭的吗,negative
好玩好玩好玩好玩,positive
怎么不能和QQ好友一起玩呀，还要再加一次好友，都不知道怎么加，麻烦死了,positive
竟然还可以“捏脸”！,positive
"跟朋友推荐的时候，朋友直接不屑的说“灵敏度很差＄％＊＊＆＄，10分的话我打4分”。,评论里也看到很多差评，但是啊。只是打开界面，播放出来的一首“浪漫惊喜”，就让我心里都好像开了花。只是看到满世界喇叭的聘妻聘夫，😂就非常的开心。因为，就是这QQ炫舞，把我带进这破二次圈的呀(●'◡'●)ﾉ。同时，也希望越做越好，不要变成冷门咯ヾ(✿",positive
抽奖率，哎，真的是，哎,negative
"我觉得这个游戏很好玩，但是节奏卡点，还有舞蹈动作搭配还需要优化。,另外，泡泡模式蜜汁觉得别扭，希望越来越好。",positive
"这游戏是真的不行，从一个我没玩过端游炫舞的人来说，腾讯好歹也是个大厂，你这舞编是吔屎了么，穿模也是，简直尬的一13，还有就是暴气，是不是以后还得整个完美**？你一个音游搞些什么玩意儿,求求你学学人家歌姬ft的建模，换个unity能好很多行不,再加上MarvelousDesigner(衣服创作软件)不要太棒,我想，换个unity引擎然后衣服重做应该对于timi来说完全不是问题吧,66是抄了隔壁吃货殿下么？,还有这区服加好友什么的我也是搞不懂,本来还挺看好的，毕竟能同时4人pvp的音游是真没几个，不是指节奏大师或者hachihachi那种的结算后对比,但是，一进游戏，第一把,再见",negative
昨天玩卡的一比今天修复了必须赞一个把之前的三星评论换五星毕竟情怀万岁≧▽≦,positive
这游戏不错，很精彩,positive
没有意见,positive
什么时候开跨区啊，和朋友加不了好友。。。,positive
模型太简陋了，移植生硬，操作不爽。,positive
谁能告诉我为什么我全P分数却没有连全P都做不到的人分数高？？？技能都一样的。用户体验很微妙,negative
很好玩,positive
我已经退出葬爱家族了,positive
我才刚玩。,positive
更下QQ炫舞.为什么扣我30块钱？？,negative
要3·14才上线,positive
"和炫舞手游相比,优点：,1.不卡，很顺畅,2.不怎么氪金，很舒服,缺点：,1.好像没找到随机匹配的按钮，房间全是聘夫聘妻的，我只想和别人蹦蹦，建议增加随机匹配功能,2.没有捏脸系统,3.各种活动就是送礼物，摸摸什么的，对于单机党而言很恼火,希望劲舞团手游越做越好,以上",positive
非常好棒棒哒宝贝宝贝宝贝宝贝宝贝,positive
除了我这个非洲血统氪不改命，别的都挺好的。,positive
想当年为了QQ炫舞投了好多钱:-I后来渐渐炫舞更新，加入了太多杂七杂八的功能，我就弃了，现在手游出来。讲真，福利很不错，可能刚开服，那点卷是几十几百的送，还有衣服。不同于电脑炫舞【不知道现在电脑炫舞变啥样了】用点券买特效，手游炫舞买特效服装那是得用钻石买:-Iemmm人穷志短，我还是买我的点卷衣服吧:-I游戏有点卡顿【不知是我手机的问题还是啥:-I】从阳台到大厅，中间卡过一次，后来重启了进去，不知道是不是只有我有这个问题。游戏整体还行吧，尚待改进,positive
属实垃圾没有一点音游的感觉,negative
喜欢！经典！,positive
我特期待,positive
"青春的回忆啊23333,不过，希望舞蹈画面可以踩上节拍吧，音乐和舞蹈都不搭………",positive
"闲着无聊，说说吧。,首先，我其实不怎么玩音游的。就算比较早的白块也玩的不多。端游也几乎没玩过。下载这游戏主要是，。。对象要求的。（怂）,然后，一中午到了。。。13？14？级。反正差不多。总体感觉，改的比较厉害吧。按那货的意思玩的就是情怀。然鹅，我玩了一中午只发现了一把按键的模式，而且，，，后来就没发现那里找得到了。。。嗯，我承认我其实没有很用心找。但是，作为情怀游戏应该要把情怀模式排在显眼的地方的吧。,一星给音乐,一星给情怀,一星给画质,至于节奏啊，人物动作啊啥的。我就不吐槽了。大家说的都挺多了。,顺便说下。被小伙伴拉了一局十星的什么鬼。我的天哪，再给我两个大拇指都按不过来好吧。眼花缭乱的。果然我连业余都算不上。",negative
嘿嘿嘿，反正有点劵赠送就来了,positive
游戏给3星，因为游戏内的技能系统是真的坑新人,negative
卡的我想吐血，无缘无故掉也不是第一次了，微信投诉也没回我，我能说啥？三星是看在玩了很久了舍不得,negative
好,positive
一星怀念，这游戏不怎么样，和点点乐的恋舞OL差远了，,negative
不错,positive
因违反评价条例规定被折叠,negative
"20个盒子出的圣天使衣服。,20个盒子出鞋子手杖。,同学说我很欧,我很欧码?大家的鲍率是怎样的?大家的鲍率是怎样的?,（黑人求问脸…",positive
呼叫66，小米8互动圈只有一个图标“官网微社区”，没有心悦等其他三个图标，快快适配优化吧。我旧手机小米5互动圈就有4个图标。我用小米8玩炫舞还显示未适配的机型，要我手动校准音符，还有个bug，有时候击打音符的音效会出现过一两个没声音的情况。服装更新快没问题，至少把游戏优化一下吧。。。,positive
期待社交系统,positive
期待快点上线,positive
如题好评好评好评,positive
"emmm作为炫舞端游的老玩家，对于手游还是有点点情怀的，回忆非非的岁月(*ฅ́˘ฅ̀*),游戏体验：,1.刚上线最严重的问题就是卡顿了不过这种情况显然越来越少,2.排位为什磨没有传统模式...为什么...,3.下落颜色确实有时太相似了差点没看到,4.商城服装有点少而且没有很好看很好看的,5.好多活动奖励不氪金或者微氪也可以玩的很好~,6.爆气真的靠运气..这么多歌我记不住..前面说了会优化卡点我就不重复了,以上,祝越来越好ʚتɞ,噢还有钓鱼的时候卡在人堆里若影若现真是......好想吐槽",positive
安࿆卓࿆的࿆账࿆号࿆能࿆跟࿆苹࿆果࿆同࿆步࿆就࿆好࿆了࿆,positive
"小学超级喜欢的QQ炫舞，终于出了手游！画质依然好看制作依然精良（部分玩家依然非主流），就是止不住的喜欢啊！（像自己的娃一样｡◕‿◕｡）,好了正经讲讲。,四种模式（传统、星动、弹珠、泡泡），各有千秋；,各种玩法（单排、双排、欢乐、休闲），趣味良多。,和pc端相比更大的优势是不需要充钱就可以有很好的用户体验（对这里顺便吐槽端游），商城里购物需要的点券金币钻石，都可以在游戏局内获得（这点真的很棒啊！）,最后，游戏内虽然有一些比如***广告等不良现象，但游戏本身真的没毛病，同时也有很多有情怀的老炫舞玩家（情怀？对这里就是装个逼ʘᴗʘ），让人还是心里很舒服的。,希望大家和我一样，给炫舞多一些包容多一些机会。,最后的最后，祝大家游戏愉快。（笔芯≧∇≦）",positive
什么都好，就是太卡了。。,positive
真的是很期待，说是三月出具体到底哪天啊等的很急，以前一直玩端游现在没时间了，终于要出手游啦~不知道会有什么区别呢，很好奇,positive
"emmmm当初最喜欢的游戏,衣服超漂亮的啊,希望多出点裤子吧,也希望有动感吧虽然这个模式真的很冷门",positive
从三年级玩到六年级刷到160多级，现在有三年没玩过了，蛮想念的。希望赶紧发布手游吧！,positive
"刚才还没有突然就是榜首了,tx游戏自动上榜首吗",negative
"作为一个音游老司机我很失望，我严重怀疑策划你们有没有考虑各个机型的屏幕响应延迟，你们不考虑我来给你们大概说说吧。一般苹果手机屏幕延迟30ms~100ms，根据不同机型会有差距，安卓手机：50~200ms。玩过网络游戏大家都知道，这个延迟跟ping值一样，超过80ms基本是可以被感知到的，其实很多安卓手机屏幕响应是很慢的，所以音游要做相应的延迟节拍处理，除非所有屏幕用的都是像小米3一样的高灵敏响应屏，不然延迟基本都在150ms左右，屎一样的手感让我还没过玩新手引导就流失了，这是一个音游的灵魂和核心，这都没做好还玩个鸡毛毛。,建议策划们多去玩玩DJmAX、太鼓达人、节奏天国、初音吧。",negative
这个游戏怎么连个设置都没有,negative
"一星我觉得多，玩起来节奏大师？？？,没劲，还有新手教程。不能跳过？不小心点了进去，还非要打完？？？玩了一会真的是没有心情。房间才能玩的传统？？",negative
这个游戏还可以，就是……太…占内存了,positive
破玩意，还是不如端游,negative
"最根本的节奏完全不在点子上,其次诸多游戏bug...........................,如果这游戏是在飞车前出那可能还会稍微可观一点",negative
无聊至极,negative
内存占用有点高,positive
虽然是音乐游戏，但是里面的服装其实都挺好看的，就算是免费的要能看出用心设计了，氪金买衣服不存在的，当年我可是技术党，╭(╯^╰)╮（傲娇…,positive
游戏卡顿，这几天都在排位，两三次都是开头卡顿，差点没按上，还有有时候按到了但却掉了,negative
空格键已经扣了，破洞裤子已经扔了，头发已经染回了黑，脸上已经干干净净，衣服已经整整洁洁，走路已经安安稳稳，花钱已经要考虑许久，葬爱天团它已经成了如同公民，谁去成为下一个它？,positive
很久以前玩的游戏了，很怀念,positive
"这个游戏画风显然没有炫舞时代做的好，我真的怀疑是同一个地方做的嘛,还有就是你26级了可以去姻缘树那里了,然后你买一张表白卡和一个戒指就能结婚成为伴侣是不是太草率了,还有就是，每个频道能不能个分一个组,这样看起来好麻烦的,让我最不满意的是在游戏里说什么一元9999钻的，广告太多了,我希望能改进下",negative
"第一印象就是卡.,开始我觉得是手机问题.,大家都在反馈卡.我觉得可能是优化问题吧.这个问题希望赶紧修复。,其次是舞蹈问题.跳到一半就开始那个特别尴尬的动作。,六年对炫舞的好印象全毁了.,希望出节奏模式。,祝好。",negative
"音游节奏打击感太低；,这么多年的ip游戏，人物做得也太粗糙了，虽然是手游，但这种模型的游戏已经不是主流了。",negative
为什么老是闪退,positive
不知道怎么说、个人爱号,positive
"星动模式7星以及以前的难度，接近判定区突然变慢，掉一星。,节奏点不太对，延迟不能调整，判定区判定点击不晓得是我手机的问题还是我的手有问题，确定是精准点击给我反应出来的竟然是great，手感非常不好，也许对于大众玩家这种操作还行，但对于常年玩其他音游的玩家，这掉一星。,泡泡模式眼花缭乱，个人不喜欢，掉一星。,7星及以上音乐的人物舞蹈，就跟抽风了一样，特别是10星难度的，抽的简直了，而且还特别违和乐风，掉一星。,画风还算行，但是建模就特别尴尬，不能调整画质，平板上玩很多锯齿。,希望可以自由调整下落速度。,如果真的可以自由给星的话，恐怕大多数端游过来的都会扣星。真的，这制作的真不行。",negative
什么时候开服,positive
以前就要端游，非常喜欢这款游戏,positive
"玩了两关，嗯，怎么说呢？,我在专心消块，后面那个跳舞的动作真的。。。,你们官方不觉得尴尬吗？",negative
葬爱家族永远守护冬泳欧巴,positive
不错哦。,positive
看到有大神说为了照顾萌新有延迟。。所以我觉得我节奏感把握挺好是因为我太新了吧😂可能我没什么追求，除了玩着玩着巨卡，没什么不适应的地方啊😂,positive
劲舞团哭晕在厕所,negative
tm的玩这个游戏卡到崩溃，白白期待了那么久，破游戏，我选择端游,negative
很好玩,positive
请出同性结婚，再不成？变性也可以。,positive
音乐游戏节奏感真差😑我可以静音玩,positive
😂内测国服43，用没有开服约排位的,positive
手游已经进行4次内测了我也参加过一次刚开始玩觉得挺好玩的就是游戏的分数评分不是很好应该有一次我是ap得了第2而第一是ac为什么我的分数还比他低？？？？建议更改还有请快点出公测已经等的不耐烦了时间一直在推迟我看公测的时候期待值已经没那么高了打3星的理由就是一天到晚在内测还不公测速递太慢,negative
玩这个游戏，没别的意思，就是想进去听听歌，看看有什么好歌，我手速极其尴尬。,negative
所在的服务器人数上限？？要换别的服务器？？我好不容易玩到二十几的号不可以登？？什么鬼,negative
真的不好玩,negative
真的不错,positive
好期待啊！快点出,positive
我来做清流，大概多少内存啊,positive
希望官方去除暴气，以达到更好的游戏体验，而不是单纯的去背谱，,positive
画质次，操作不流畅，歌有点烂，动作不协调，3星给情怀。,negative
触屏有些卡顿社区贼卡刚刚玩了一把十星人物是借的来不及要还吗？这鬼畜的按键的速度快是快的你人物别跟着快啊看着难受。,negative
什么时候开新区？下载之后两个区都进不去,negative
更新后登陆不上去什么毛病,negative
这个游戏真的很好玩，怀念青春的味道，爱不释手，大家都来试试，真的很不错，强烈推荐,positive
挺好玩就是经常卡顿刚刚,positive
我对端游没什么意见，就是当年玩的时候还小，被个人妖骗了一千八的时装，遂弃坑。现在也玩电脑时间不是很多了，手游可以去试试,positive
"手残党表示这个游戏开服就玩了几天就卸载了，记得是三月初开服，王者荣耀吃鸡这些游戏记录都在炫舞下面，要是哪天记录跑炫舞前面去了，你告诉我我肯定不锤死你,这个游戏用的来说是很不错的，歌曲可以自由播放，可是玩法手残接受不了",positive
对于爆气这个点真的很无语，排位经常会碰到，明明同样技能，他的分数没有我的高，但爆气到点上就会超过我，这对我这个超级不喜欢背谱的人真的很头疼，我希望排位更注重的是随机反应性和音乐感，作为一个微氪金玩家，觉得在衣服这方面还是很不错的，并不是所有好看的衣服都需要花钱，希望改进排位爆气这点。,positive
因违反评价条例规定被折叠,negative
